3256015,633826,2020-01-15,9999-12-31
326577,642235,2018-09-12,2020-03-31
3311879,684217,2023-01-19,9999-12-31
1181765,128366,2020-08-31,2022-12-28
1215166,149372,2020-01-10,2020-02-28
3722907,822169,2020-01-15,2021-09-30
1271622,180344,2021-01-21,2023-05-25
624883,1252110,2021-08-19,2023-05-25
4401826,966708,2021-03-24,2022-05-31
1299693,195602,2022-10-13,2022-11-30
816289,1429058,2024-04-18,9999-12-31
3062267,463678,2020-05-18,2021-09-30
4338115,919795,2021-02-26,9999-12-31
660349,1284925,2025-05-30,9999-12-31
424536,877524,2020-05-06,2021-09-30
1007988,4960,2018-09-22,2020-02-27
219760,334641,2020-05-05,2022-09-26
387620,840954,2020-06-29,2023-05-25
529262,1066727,2020-12-17,2023-04-24
478152,1011145,2022-06-21,9999-12-31
4409250,971659,2019-09-16,2021-09-30
5007080,1038176,2022-11-30,9999-12-31
300418,414950,2020-12-23,9999-12-31
1220028,152561,2023-02-13,2024-05-17
1111521,82027,2018-09-22,2023-04-24
3026835,432858,2020-01-13,2023-05-25
1106567,77751,2023-10-13,9999-12-31
3384908,752716,2020-01-15,2023-05-25
3117641,514116,2022-11-30,2025-05-01
1223742,154919,2018-09-22,2020-01-14
3084050,483235,2022-11-30,9999-12-31
101746,11549,2020-12-24,9999-12-31
3275028,650274,2020-02-27,2022-11-30
1701322,281980,2023-06-07,9999-12-31
1338636,218724,2022-11-14,9999-12-31
3703082,815916,2018-09-22,2020-01-14
206546,321622,2018-09-12,2020-07-21
3707126,816878,2020-11-30,9999-12-31
1711650,285345,2018-09-22,2020-01-14
382608,835986,2020-04-16,2020-10-02
733734,1346979,2024-03-21,9999-12-31
374155,827597,2019-10-29,2020-10-02
1110425,81119,2022-11-30,9999-12-31
428844,881799,2022-11-30,9999-12-31
4364426,939411,2019-09-17,2021-09-30
4364091,939160,2019-09-16,9999-12-31
1121269,90225,2022-11-30,9999-12-31
181711,297284,2018-08-20,2020-04-29
1377129,245991,2024-05-02,9999-12-31
927251,1539857,2025-07-09,9999-12-31
1067343,47542,2018-09-22,2019-07-22
1376042,245083,2018-09-22,2020-01-13
826148,1438923,2024-05-17,9999-12-31
117064,121357,2018-08-20,2020-04-29
877688,1490307,2025-01-22,9999-12-31
4320430,903058,2024-12-11,9999-12-31
294131,407244,2020-07-15,2021-09-30
511862,1049347,2021-12-06,2023-04-24
1126513,93578,2022-11-30,9999-12-31
4367446,941641,2018-08-17,9999-12-31
3339809,710734,2020-05-06,2023-05-25
405158,858338,2019-09-16,9999-12-31
368782,814256,2018-11-30,2018-11-30
1064228,45568,2020-01-15,2022-10-24
4374649,947213,2020-01-29,2021-09-30
501985,1039497,2021-10-26,9999-12-31
3071451,471833,2025-01-15,9999-12-31
3258446,635943,2020-05-18,2022-11-30
173090,288907,2018-08-17,9999-12-31
4326244,908992,2018-08-17,2024-10-24
327499,650239,2019-11-12,2022-01-11
3236747,617153,2020-12-30,2022-11-30
642829,1268941,2021-12-15,2025-05-02
404529,857713,2020-12-23,2022-05-31
542614,1186252,2023-09-21,2024-08-28
1078965,55419,2018-09-22,9999-12-31
206546,321622,2020-11-30,9999-12-31
1365594,236854,2023-05-09,2023-11-01
3294234,667922,2024-05-31,9999-12-31
1105179,76588,2018-09-22,2020-01-14
1220984,153173,2023-09-21,2024-11-13
482666,1019874,2020-06-30,2024-02-13
1019171,12765,2022-11-30,9999-12-31
1376478,245443,2021-04-30,2022-11-30
1372616,242331,2022-11-30,2023-04-24
327196,647579,2020-10-02,9999-12-31
681929,1304258,2022-07-19,9999-12-31
371991,820806,2020-04-30,2023-05-25
366577,812094,2019-10-30,2020-02-11
1187326,131928,2020-08-31,2022-11-30
1710086,284411,2022-12-05,9999-12-31
389050,842375,2023-09-26,9999-12-31
670735,1294397,2022-02-11,2025-03-20
180436,296051,2021-04-13,2022-08-19
1247598,168023,2020-05-18,2021-09-30
3356798,726621,2020-01-15,2021-09-30
1054922,39602,2018-09-22,2020-01-13
3110987,508322,2022-11-30,2023-04-24
1267928,178416,2018-09-22,2020-01-14
277431,390817,2019-05-16,2019-05-20
3721592,821532,2020-02-27,2023-05-25
1380623,248811,2020-01-15,2023-05-25
845335,1458077,2024-12-11,9999-12-31
104739,33870,2018-08-17,2020-04-29
321959,602529,2018-08-20,9999-12-31
746004,1358963,2024-06-19,9999-12-31
373205,826418,2019-02-21,2020-04-30
3717020,819669,2022-11-30,2023-03-09
720490,1337522,2024-02-03,2024-08-07
1163941,117025,2022-11-30,9999-12-31
1368630,239162,2025-07-10,9999-12-31
457064,990065,2020-09-01,2023-05-25
3207912,592682,2022-11-30,2023-04-24
246823,360855,2018-08-20,9999-12-31
401641,854867,2019-10-30,2022-05-11
1020708,13885,2018-09-22,2020-01-14
179928,295559,2018-08-17,2020-04-29
380978,834365,2022-11-30,2023-04-24
1023177,15629,2020-01-15,2023-11-01
3294179,667872,2020-01-15,9999-12-31
500216,1037655,2024-03-12,9999-12-31
313403,528041,2018-08-20,9999-12-31
231125,345725,2018-09-12,2020-03-31
102938,20135,2018-08-20,2020-04-29
161319,273408,2019-10-30,9999-12-31
3232274,613359,2018-09-22,9999-12-31
335055,720846,2021-12-06,2023-04-24
467601,1000586,2020-07-17,2021-09-30
3724468,822911,2020-01-15,2021-09-30
486796,1023990,2023-04-12,2023-05-03
599652,1230581,2024-05-11,9999-12-31
3718604,820297,2022-11-28,2023-11-01
604257,1232475,2022-11-30,2023-04-24
1206401,143940,2020-09-17,2022-11-30
388747,842072,2019-06-03,2020-04-30
664560,1288788,2022-01-17,2025-03-20
4393376,960908,2018-08-20,2019-09-17
3083756,482963,2020-05-06,2023-05-25
1373235,242844,2021-03-05,2021-09-30
553259,1196769,2021-05-28,2022-09-26
593441,1224411,2021-03-26,2023-05-25
3094478,492908,2024-02-13,9999-12-31
4388507,957508,2018-08-20,2019-09-17
540746,1078276,2022-11-30,2023-04-24
4360255,936270,2020-04-21,2022-05-31
3397367,764584,2023-02-13,9999-12-31
1241119,164732,2023-02-06,9999-12-31
103077,21137,2025-02-25,9999-12-31
536752,1074278,2022-01-14,2023-11-01
154486,266831,2020-07-09,2024-02-08
1069279,48738,2020-12-24,2022-11-30
209343,324382,2018-08-20,2023-04-24
685509,1307182,2022-11-30,9999-12-31
3388891,756479,2019-02-04,2020-01-13
1128924,94998,2020-09-22,2022-11-30
364969,810519,2020-11-30,9999-12-31
1709188,284094,2020-01-15,2022-11-30
644585,1270607,2021-11-04,9999-12-31
418405,871423,2020-10-29,2021-09-30
1354787,229480,2020-06-18,2023-12-20
703691,1320908,2024-02-13,2024-02-16
3028859,434637,2019-10-17,2020-01-14
3236064,616562,2021-01-31,2023-05-25
513992,1051472,2020-11-23,2021-01-04
460733,993731,2020-06-16,2022-05-31
1234260,160956,2018-10-05,2020-01-14
3315679,687882,2020-09-29,9999-12-31
391282,844595,2019-10-29,9999-12-31
1375191,244390,2024-06-19,9999-12-31
1082720,58346,2020-06-18,2022-11-30
6560412,1106087,2020-12-30,2023-05-25
1307867,200209,2020-01-15,2022-11-30
3729881,825341,2020-01-15,2021-09-30
713487,1331276,2023-02-24,9999-12-31
4361421,937197,2021-12-07,2024-10-24
8320036,1167032,2021-04-30,9999-12-31
708360,1326158,2022-07-29,2023-11-01
1332580,215096,2023-12-08,9999-12-31
104354,30898,2019-10-30,2020-04-29
3329434,700953,2020-07-20,2022-11-30
1372892,242555,2020-01-15,9999-12-31
476841,1009834,2020-06-26,9999-12-31
3063498,464755,2021-03-31,2023-05-25
664055,1288316,2025-05-23,9999-12-31
1355421,229902,2020-08-31,2023-05-25
1099348,71970,2021-04-22,2023-05-25
496821,1033964,2022-06-06,2024-10-24
243500,357616,2018-08-20,9999-12-31
659357,1284023,2021-12-24,2025-03-20
436296,938333,2020-08-27,2024-10-24
272675,386122,2018-08-17,2020-03-30
506211,1043706,2021-08-24,9999-12-31
3334814,706085,2023-12-08,9999-12-31
260635,374308,2018-08-20,2020-04-30
3002244,413405,2018-12-06,2020-01-13
3081528,480896,2021-02-25,2022-11-30
403545,856749,2019-09-04,9999-12-31
3721950,821705,2020-05-06,9999-12-31
312339,519039,2018-08-17,2022-01-12
360390,806011,2018-09-19,2020-03-30
865028,1477743,2025-02-24,9999-12-31
3389207,756771,2020-01-15,2023-05-25
318456,572361,2020-04-14,9999-12-31
3708643,817321,2020-02-27,2023-05-25
792934,1405861,2024-07-10,9999-12-31
3099368,497453,2020-09-17,2022-11-30
8313489,1166611,2024-06-07,9999-12-31
3141293,534276,2022-02-11,2023-04-24
426050,879023,2020-08-30,9999-12-31
1123333,91572,2020-01-15,2022-11-30
184836,300301,2024-08-22,9999-12-31
181492,297079,2020-07-09,2021-09-14
1240646,164469,2022-11-30,9999-12-31
318025,568398,2019-10-29,2023-04-24
3284935,659349,2020-05-06,9999-12-31
3190574,577731,2020-01-15,2021-09-30
3732411,826550,2018-09-22,2023-01-30
653863,1279003,2021-11-29,2025-03-20
1712337,285704,2020-01-15,2022-11-30
465275,998265,2020-12-10,2023-05-25
3273731,649127,2020-01-16,2020-02-27
4811235,1018206,2022-06-27,2024-10-24
3343311,714062,2020-01-15,2021-09-30
116615,118512,2019-10-30,2020-04-29
3094536,492964,2023-10-27,9999-12-31
373929,827372,2024-01-17,9999-12-31
1123819,91871,2022-11-30,2023-04-24
1313985,203817,2020-02-27,9999-12-31
699238,1317495,2023-10-25,2023-10-25
3319836,691900,2018-09-22,2020-01-13
454855,987857,2020-11-06,2022-01-12
700159,1318147,2022-06-08,9999-12-31
267827,381340,2018-08-20,2019-05-15
261582,375241,2025-05-30,9999-12-31
119477,136568,2020-07-09,9999-12-31
1008707,5439,2018-09-22,2020-01-13
3178338,566728,2020-05-18,2022-11-30
3292398,666234,2021-12-07,9999-12-31
393079,846376,2023-12-08,9999-12-31
799319,1412047,2024-11-08,2025-06-25
3197705,583887,2021-05-14,2022-11-30
3057644,459511,2022-11-30,2023-04-24
3349007,719399,2020-09-29,2023-05-25
3402969,769954,2020-09-29,2021-09-30
3730296,825603,2018-09-22,2020-01-14
3263219,639978,2020-06-18,2021-09-30
3056698,458639,2020-01-15,2021-09-30
365158,810707,2020-08-24,9999-12-31
462196,995191,2023-02-22,9999-12-31
3705286,816391,2020-02-27,2023-05-26
1710159,284448,2020-01-15,2020-02-21
4391638,959687,2020-09-28,2024-10-24
3335236,706503,2022-12-19,2025-01-22
336777,736782,2018-09-12,2019-08-13
1019148,12751,2018-09-22,2024-03-13
440623,969694,2024-05-11,9999-12-31
285114,398327,2020-10-02,9999-12-31
426546,879515,2020-09-16,2022-01-12
540615,1078145,2022-02-10,2022-11-30
224766,339563,2020-08-24,9999-12-31
690915,1311141,2023-01-19,9999-12-31
3368546,737485,2021-12-22,2023-04-24
1121944,90703,2022-11-30,9999-12-31
1377385,246194,2020-12-23,2023-05-25
785967,1398837,2024-09-26,9999-12-31
3362661,732003,2021-01-31,9999-12-31
1714109,286645,2020-01-16,2023-05-25
483150,1020356,2020-09-18,9999-12-31
4373285,946163,2020-01-29,9999-12-31
1344522,222669,2022-11-30,2023-04-24
417783,870802,2021-02-26,2021-09-30
4809048,1015903,2021-03-19,9999-12-31
513642,1051123,2022-04-20,2023-11-01
4377659,949520,2020-12-30,2024-10-24
426866,879831,2022-02-10,2024-11-22
505821,1043317,2020-10-30,9999-12-31
349748,795748,2022-11-30,2023-11-01
1311678,202484,2020-01-16,2021-09-30
1277642,183375,2024-12-11,9999-12-31
3201652,587275,2021-04-27,2021-12-29
3005595,416036,2024-05-02,9999-12-31
246988,361020,2025-03-15,9999-12-31
3254768,632759,2024-09-26,9999-12-31
334045,711331,2019-10-29,9999-12-31
434506,924892,2021-01-31,2023-05-25
308249,481795,2021-02-26,2022-09-26
751183,1364102,2023-04-19,2024-12-07
381897,835277,2020-05-06,2023-05-25
381997,835377,2022-02-28,2024-10-24
263251,376876,2018-08-20,2023-04-24
442746,975569,2020-09-16,2021-09-30
508821,1046315,2020-09-29,2023-05-25
384917,838276,2022-07-19,9999-12-31
1192737,135313,2024-04-10,9999-12-31
1184069,129867,2022-12-19,9999-12-31
8306273,1165924,2021-04-22,9999-12-31
276096,389500,2018-10-30,9999-12-31
775914,1388809,2024-05-11,9999-12-31
755631,1368548,2024-05-11,9999-12-31
1347303,224564,2020-01-15,2022-11-30
230756,345368,2020-08-24,9999-12-31
1260720,174654,2020-06-18,2022-11-30
605597,1234135,2021-06-08,9999-12-31
409218,862343,2020-10-27,2021-09-30
3067247,468149,2020-10-13,2021-09-30
766265,1379198,2024-05-14,9999-12-31
515906,1053378,2018-09-22,2023-11-01
698952,1317312,2025-04-10,9999-12-31
4347816,926890,2020-04-09,2021-09-30
370626,816626,2019-04-30,2020-10-02
347042,793096,2025-05-24,9999-12-31
765115,1378008,2023-08-30,2024-09-13
634793,1261407,2021-09-23,9999-12-31
118975,133436,2019-05-16,2019-05-20
3279152,654029,2020-04-09,9999-12-31
406404,859565,2019-09-26,2020-01-14
197266,312455,2019-05-16,2019-05-20
1375261,244443,2024-10-25,9999-12-31
575042,1218526,2021-04-09,2023-11-01
1124789,92512,2020-05-18,2021-09-30
212786,327787,2019-05-16,2019-05-20
1130132,95696,2018-09-22,2020-01-13
1370938,241028,2021-02-25,2021-09-30
3138801,532245,2020-11-30,2023-05-25
285168,398380,2018-08-17,2023-04-24
3089715,488495,2021-03-31,2022-11-30
786538,1399406,2023-09-15,9999-12-31
1359817,232812,2018-09-22,2020-01-13
1365462,236744,2018-09-22,2020-01-13
1161692,115565,2018-09-22,9999-12-31
420025,873037,2020-03-23,2021-09-30
926268,1538914,2025-06-28,2025-07-03
1101933,74003,2018-09-22,2020-01-13
694245,1313751,2023-01-19,2024-07-13
100507,2920,2018-08-20,9999-12-31
676935,1299927,2022-03-17,2025-03-20
249680,363661,2018-08-20,9999-12-31
3002555,413645,2018-09-22,9999-12-31
3097778,495992,2022-11-30,2023-04-24
414427,867485,2020-12-30,2021-09-30
3109357,506806,2018-09-22,9999-12-31
3020419,427731,2020-08-30,2021-09-30
1086172,60864,2018-09-22,2020-01-14
1032309,22311,2022-11-30,9999-12-31
3066114,467119,2021-02-25,2022-11-30
1084949,59960,2021-05-31,9999-12-31
1046118,32911,2018-09-22,2019-06-11
550812,1194274,2021-02-05,2023-05-25
1126504,93570,2020-05-18,2022-11-30
5901813,1088919,2020-01-15,2021-09-30
1356869,230850,2022-11-30,2025-01-23
446350,979168,2020-06-18,2023-11-01
1120256,89426,2019-04-02,2023-05-25
867393,1480050,2024-11-26,9999-12-31
3299043,672372,2018-12-06,2020-01-13
1014628,9530,2020-01-15,2022-11-30
8315755,1166776,2018-09-22,2020-01-13
1369306,239706,2024-04-10,9999-12-31
411976,865067,2020-05-18,9999-12-31
1143636,104100,2022-11-30,9999-12-31
114201,103079,2018-09-12,2020-07-21
1383739,251308,2022-11-30,9999-12-31
4411746,973341,2020-10-12,2024-10-24
319257,579437,2018-08-17,9999-12-31
1216612,150361,2024-04-10,9999-12-31
1216469,150250,2018-09-22,2020-01-13
679692,1302272,2022-03-23,9999-12-31
488478,1025666,2022-04-27,2023-04-24
211937,326944,2019-10-30,2020-04-29
1361350,233796,2022-11-30,2023-11-01
1379263,247709,2021-03-23,2023-05-25
702426,1319853,2021-03-26,2023-05-25
460588,993586,2021-03-29,9999-12-31
1359413,232540,2018-09-22,2020-01-14
1186313,131263,2022-11-30,2023-04-24
3139108,532498,2024-03-21,9999-12-31
1306635,199530,2022-11-30,2023-11-01
1347490,224681,2021-12-06,2023-11-01
490165,1027349,2020-12-10,2023-11-01
4379353,950838,2019-09-16,2020-07-30
464353,997345,2022-06-06,9999-12-31
307533,475233,2019-05-16,2019-05-20
1025899,17617,2024-05-11,9999-12-31
483146,1020352,2020-06-19,9999-12-31
484404,1021608,2021-02-26,2023-04-24
3708044,817173,2020-01-16,2023-05-25
3167210,556982,2020-06-18,2023-05-25
3719060,820467,2018-09-22,2022-10-06
238674,352942,2019-10-30,2020-04-29
111267,82988,2021-03-31,9999-12-31
244113,358211,2018-09-12,9999-12-31
4335300,917651,2021-03-30,2021-09-30
3258446,635943,2022-11-30,9999-12-31
1037750,26407,2021-04-22,2022-11-30
1262043,175354,2018-09-22,2020-01-14
3270161,646055,2020-01-15,2021-09-30
478937,1011929,2021-11-30,9999-12-31
1334191,216051,2018-09-22,9999-12-31
4373298,946171,2023-01-19,9999-12-31
673493,1296867,2021-07-01,2023-11-01
4341359,922238,2021-02-26,2024-10-24
489533,1026719,2021-03-31,2023-04-24
296098,409196,2019-04-30,2020-09-18
1324184,209985,2020-09-29,2022-06-30
3066533,467505,2018-09-22,2020-01-13
490931,1028114,2021-03-03,2021-09-14
4327553,910334,2020-11-30,9999-12-31
3356067,725954,2020-07-31,2021-09-30
4408536,971211,2022-06-24,9999-12-31
1328433,212582,2020-06-18,2022-11-30
3243568,623010,2023-05-26,9999-12-31
4811128,1018088,2019-09-16,9999-12-31
563970,1207472,2021-12-24,2024-10-24
4303009,885076,2020-01-29,2021-09-30
670929,1294582,2025-03-27,2025-03-27
1102517,74455,2018-09-22,2020-01-14
745807,1358693,2023-03-07,9999-12-31
258233,371978,2018-09-12,9999-12-31
626046,1253165,2022-11-30,9999-12-31
428806,881761,2021-03-24,9999-12-31
356916,802683,2020-10-13,2022-05-31
297009,410089,2019-10-29,2020-10-02
806260,1419041,2024-01-22,2024-10-24
699238,1317495,2023-10-30,9999-12-31
226706,341449,2018-12-12,2025-05-03
3392372,759796,2022-11-30,2023-04-24
3191406,578440,2020-10-20,2021-09-30
341302,779848,2019-12-10,9999-12-31
129620,193781,2018-08-17,2020-04-29
229421,344073,2024-09-26,9999-12-31
3026047,432210,2025-06-06,9999-12-31
116382,116936,2020-12-23,2022-09-26
1344887,222936,2020-04-09,2021-09-30
522081,1059558,2021-02-26,9999-12-31
575523,1219008,2021-10-12,2023-04-24
478371,1011363,2021-01-29,2022-06-30
1232558,159956,2022-11-30,9999-12-31
466449,999439,2022-05-31,2023-04-24
1121716,90546,2020-01-10,2020-02-28
1117212,86888,2020-05-06,2023-05-25
3216406,599794,2020-01-14,2021-09-30
307399,474062,2020-05-13,2021-09-30
1375331,244500,2021-01-25,9999-12-31
3707981,817157,2022-11-30,9999-12-31
690534,1156394,2025-06-05,9999-12-31
125416,171276,2019-11-12,2021-09-30
1175905,124682,2020-07-24,2021-09-30
4375695,948009,2018-08-20,2019-09-17
1075562,52826,2019-08-30,9999-12-31
1148566,107237,2018-09-22,2020-01-14
517172,1054642,2021-05-27,2024-10-24
385449,838799,2021-05-18,2023-05-25
217794,332718,2020-04-09,9999-12-31
1062337,45011,2018-09-22,2020-01-14
3228466,610072,2018-09-22,9999-12-31
4357311,934056,2018-08-17,2021-09-30
3705461,816438,2018-09-22,9999-12-31
444284,977104,2023-12-08,9999-12-31
118357,129542,2020-04-08,9999-12-31
1162115,115818,2018-09-22,2024-06-04
452589,985596,2020-04-07,2020-10-02
1376734,245662,2020-03-19,2023-05-25
1083356,58812,2020-05-15,2023-05-25
516030,1053502,2022-01-14,9999-12-31
612908,1241005,2021-10-19,2023-04-24
460714,993712,2022-07-25,2024-10-24
119956,139596,2020-07-15,9999-12-31
3128511,523481,2020-08-31,2022-11-30
597791,1228741,2021-05-20,9999-12-31
234622,349108,2018-09-12,2020-07-21
3111637,508920,2024-11-08,9999-12-31
1710205,284486,2020-01-15,2020-02-21
182347,297890,2018-08-20,9999-12-31
433411,916803,2020-09-29,2022-11-30
411313,864416,2021-02-10,2024-10-24
656469,1281385,2024-10-09,2024-10-18
417469,870490,2020-07-09,2022-05-31
502055,1039567,2020-12-11,2022-05-31
656430,1281346,2021-12-09,2025-03-20
3284065,658518,2024-03-21,9999-12-31
3728583,824619,2018-09-22,2020-01-13
1067267,47486,2021-03-26,2022-06-30
836337,1449041,2025-05-30,9999-12-31
1071438,49987,2022-11-30,9999-12-31
458375,991374,2020-12-10,2024-10-24
376132,829558,2019-10-30,2020-04-30
3287675,661884,2020-05-06,9999-12-31
487890,1025082,2024-11-08,9999-12-31
594615,1225520,2025-05-30,9999-12-31
836505,1449160,2024-08-23,9999-12-31
3103799,501579,2018-09-22,2020-01-14
4340953,921956,2020-07-17,2024-10-24
3176098,564776,2022-11-30,9999-12-31
263648,377267,2023-05-19,9999-12-31
208801,323846,2018-10-30,9999-12-31
3167084,556873,2020-04-23,2021-09-30
1021255,14267,2018-09-22,2023-01-05
118436,130049,2019-05-16,2019-05-20
692712,1312583,2023-06-07,2025-06-21
3258358,635870,2018-09-22,2020-01-14
1262524,175597,2020-05-06,2023-11-01
3077918,477595,2023-12-08,9999-12-31
230485,345109,2020-09-25,9999-12-31
3178338,566728,2022-11-30,9999-12-31
473890,1006888,2020-08-27,2024-10-24
3116728,513429,2018-09-22,2020-01-14
3040652,444568,2020-12-24,2023-05-25
154606,266947,2018-09-12,2020-04-29
647051,1272839,2021-11-15,2022-05-11
319098,578083,2018-08-20,2023-04-24
347241,793291,2020-11-03,9999-12-31
475462,1008459,2021-03-19,2022-05-31
140349,253229,2024-07-10,9999-12-31
570648,1214139,2021-03-24,2024-10-24
4388160,957274,2024-09-26,9999-12-31
690431,1310670,2023-06-07,2025-04-05
827022,1439790,2024-05-16,9999-12-31
119975,139716,2018-08-28,2020-04-29
368896,814368,2020-05-06,2021-09-30
175291,291050,2022-12-13,2022-12-13
3277648,652675,2018-09-22,2020-01-13
4402328,967062,2022-03-28,9999-12-31
3721050,821282,2020-01-13,2021-09-30
738311,1351262,2024-06-13,9999-12-31
4361956,937606,2021-12-20,2024-10-24
425979,878953,2020-07-31,2021-09-30
603702,1232029,2021-06-04,2023-03-14
1018840,12532,2020-04-27,2020-04-27
3304655,677573,2019-02-04,2020-01-13
